2,799,787 ; 195,119 ; 775,504 2020/04/24 15:00:01
2,801,065 ; 195,218 ; 775,986 2020/04/24 15:20:02
2,801,649 ; 195,438 ; 775,988 2020/04/24 15:41:31
2,802,422 ; 195,448 ; 776,306 2020/04/24 16:00:01
2,804,559 ; 195,594 ; 776,387 2020/04/24 16:20:01
2,807,490 ; 195,812 ; 778,348 2020/04/24 16:40:02
2,810,214 ; 195,919 ; 778,348 2020/04/24 17:00:02
2,810,399 ; 195,925 ; 778,388 2020/04/24 17:20:01
2,812,697 ; 196,258 ; 778,388 2020/04/24 17:40:02
2,813,538 ; 196,412 ; 778,427 2020/04/24 18:00:01
2,813,538 ; 196,412 ; 778,427 2020/04/24 18:20:01
2,817,353 ; 196,525 ; 778,803 2020/04/24 18:40:01
2,818,176 ; 196,575 ; 779,766 2020/04/24 19:00:01
2,820,935 ; 196,735 ; 779,774 2020/04/24 19:20:02
2,826,035 ; 196,931 ; 779,877 2020/04/24 19:40:01
2,826,769 ; 196,941 ; 779,967 2020/04/24 20:00:01
2,827,435 ; 196,956 ; 780,085 2020/04/24 20:20:01
2,826,659 ; 196,971 ; 780,141 2020/04/24 20:40:01
2,826,675 ; 196,972 ; 781,255 2020/04/24 21:00:01
2,827,047 ; 196,986 ; 798,295 2020/04/24 21:20:01
3,015,298 ; 207,933 ; 888,543 2020/04/27 11:00:03
3,015,373 ; 207,933 ; 888,547 2020/04/27 11:20:03
3,016,633 ; 207,971 ; 888,551 2020/04/27 11:40:02
3,018,196 ; 208,073 ; 888,725 2020/04/27 12:00:02
3,019,246 ; 208,112 ; 889,310 2020/04/27 12:20:01
3,020,102 ; 208,468 ; 889,880 2020/04/27 12:40:01
3,021,049 ; 208,527 ; 891,212 2020/04/27 13:00:01
3,025,724 ; 209,001 ; 893,196 2020/04/27 13:20:02
3,025,737 ; 209,002 ; 893,222 2020/04/27 14:00:01
3,029,323 ; 209,227 ; 900,319 2020/04/27 14:20:01
3,029,746 ; 209,243 ; 900,334 2020/04/27 14:40:01
3,033,337 ; 209,254 ; 914,696 2020/04/27 15:00:01
3,055,498 ; 211,035 ; 919,174 2020/04/27 18:00:01
3,055,651 ; 211,065 ; 919,366 2020/04/27 18:20:02
3,055,651 ; 211,065 ; 919,366 2020/04/27 18:40:03
3,055,651 ; 211,065 ; 919,366 2020/04/27 19:00:03
3,056,431 ; 211,101 ; 919,562 2020/04/27 19:20:01
3,058,186 ; 211,147 ; 919,727 2020/04/27 19:40:01
3,058,552 ; 211,177 ; 919,727 2020/04/27 20:00:01
3,059,081 ; 211,202 ; 919,746 2020/04/27 20:20:01
3,064,255 ; 211,537 ; 922,387 2020/04/27 23:20:01
3,065,374 ; 211,606 ; 922,389 2020/04/27 23:40:01
3,085,079 ; 212,533 ; 934,805 2020/04/28 10:40:01
3,085,932 ; 212,580 ; 934,807 2020/04/28 11:00:01
3,086,832 ; 212,665 ; 935,108 2020/04/28 11:20:01
3,087,105 ; 212,691 ; 935,114 2020/04/28 11:40:01
3,088,104 ; 212,795 ; 935,115 2020/04/28 12:00:02
3,088,293 ; 212,801 ; 935,168 2020/04/28 12:20:01
3,089,811 ; 212,890 ; 935,704 2020/04/28 12:40:01
3,090,261 ; 212,957 ; 935,944 2020/04/28 13:00:01
3,094,964 ; 213,437 ; 938,497 2020/04/28 13:20:01
3,096,708 ; 213,541 ; 938,610 2020/04/28 13:40:01
3,099,395 ; 213,621 ; 943,940 2020/04/28 14:00:01
3,102,658 ; 214,105 ; 944,067 2020/04/28 14:20:01
3,105,224 ; 214,372 ; 944,116 2020/04/28 14:40:01
3,105,559 ; 214,429 ; 944,136 2020/04/28 15:00:02
3,106,700 ; 214,645 ; 944,593 2020/04/28 15:20:01
