39,144 ; 2,484 ; 22,130 2020/04/20 11:00:02
39,144 ; 2,484 ; 22,130 2020/04/20 11:20:01
39,144 ; 2,484 ; 22,130 2020/04/20 11:40:01
39,144 ; 2,484 ; 22,130 2020/04/20 12:00:01
39,144 ; 2,484 ; 22,130 2020/04/20 12:20:01
39,384 ; 2,504 ; 22,130 2020/04/20 13:00:01
39,681 ; 2,512 ; 22,130 2020/04/20 16:00:01
39,681 ; 2,512 ; 22,130 2020/04/20 16:20:01
39,681 ; 2,512 ; 22,130 2020/04/20 16:40:01
39,681 ; 2,512 ; 22,130 2020/04/20 17:00:01
40,581 ; 2,845 ; 22,130 2020/04/20 17:20:02
40,814 ; 2,588 ; 22,991 2020/04/21 14:00:02
40,814 ; 2,588 ; 22,991 2020/04/21 14:20:02
40,814 ; 2,588 ; 22,991 2020/04/21 14:40:01
40,814 ; 2,588 ; 22,991 2020/04/21 15:00:01
40,814 ; 2,588 ; 22,991 2020/04/21 15:20:01
40,814 ; 2,588 ; 22,991 2020/04/21 15:40:01
40,814 ; 2,588 ; 22,991 2020/04/21 16:00:02
40,814 ; 2,588 ; 22,991 2020/04/21 16:20:02
40,814 ; 2,588 ; 22,991 2020/04/21 16:40:01
40,814 ; 2,588 ; 22,991 2020/04/21 17:00:02
40,814 ; 2,588 ; 22,991 2020/04/21 17:20:01
40,814 ; 2,588 ; 22,991 2020/04/21 17:40:02
43,079 ; 2,741 ; 22,991 2020/04/21 18:00:01
43,079 ; 2,741 ; 22,991 2020/04/21 18:20:01
43,079 ; 2,741 ; 22,991 2020/04/21 18:40:02
43,079 ; 2,741 ; 22,991 2020/04/21 19:00:02
43,079 ; 2,741 ; 22,991 2020/04/21 19:20:02
43,079 ; 2,741 ; 22,991 2020/04/21 19:40:02
43,079 ; 2,741 ; 22,991 2020/04/21 20:00:01
43,079 ; 2,741 ; 22,991 2020/04/21 20:20:01
43,079 ; 2,741 ; 22,991 2020/04/21 20:40:01
43,079 ; 2,741 ; 24,325 2020/04/21 21:00:01
43,079 ; 2,741 ; 24,325 2020/04/21 21:20:02
43,079 ; 2,741 ; 24,325 2020/04/21 21:40:01
43,079 ; 2,741 ; 24,325 2020/04/21 22:00:01
43,079 ; 2,741 ; 24,325 2020/04/21 22:20:01
43,079 ; 2,741 ; 24,325 2020/04/21 22:40:01
43,079 ; 2,741 ; 24,325 2020/04/21 23:00:01
43,079 ; 2,741 ; 24,325 2020/04/21 23:20:01
43,079 ; 2,741 ; 24,325 2020/04/21 23:40:01
43,079 ; 2,741 ; 24,325 2020/04/22 00:00:01
43,079 ; 2,741 ; 24,325 2020/04/22 00:20:01
43,079 ; 2,741 ; 24,325 2020/04/22 00:40:01
43,079 ; 2,741 ; 24,325 2020/04/22 01:00:01
43,368 ; 2,761 ; 24,325 2020/04/22 01:20:02
